,Model,Neighbours,Distance,Weight,Trustworthiness,Accuracy,Bal. Accuracy,Cohen K,Matt. Corr. Coef
407,nn,60,0.2,0.2,0.9750329057868437,0.7473118279569892 +/- 0.03646413969422185,0.6892365350698684 +/- 0.0594479682387863,0.5560773907231835 +/- 0.023318674668385275,0.5603175571239447 +/- 0.023115646964772443
408,knn,60,0.2,0.2,0.9750329057868437,0.7182795698924731 +/- 0.04134713678713312,0.6431015743515743 +/- 0.06750960542581633,0.576387959604885 +/- 0.021369904403019568,0.5816609603276702 +/- 0.02062163867183459
409,xg,60,0.2,0.2,0.9750329057868437,0.7422939068100358 +/- 0.04211936273202854,0.6538215256965257 +/- 0.055017539859483856,0.6259623249349923 +/- 0.024849577410610738,0.6322744533699631 +/- 0.024153929163107622
410,rf,60,0.2,0.3,0.9719641389009794,0.8014336917562724 +/- 0.029714760692772228,0.7437061395394728 +/- 0.04890774177526323,0.6698101768660132 +/- 0.022645772301304948,0.6729287128211602 +/- 0.02240885499313168
411,ada_rf,60,0.2,0.3,0.9719641389009794,0.8064516129032258 +/- 0.03231980249512927,0.7459655313821981 +/- 0.04439029431308426,0.699950192597026 +/- 0.021688267939445675,0.7025289773046511 +/- 0.0211087470935136
412,nn,60,0.2,0.3,0.9719641389009794,0.7702508960573476 +/- 0.03521072534467092,0.7159477096977097 +/- 0.05124050463462724,0.631405588596747 +/- 0.022051529799571,0.644375088416463 +/- 0.021613094739952276
413,knn,60,0.2,0.3,0.9719641389009794,0.7351254480286739 +/- 0.03440898837998533,0.6573276260776261 +/- 0.06117555728718329,0.587673043880607 +/- 0.0240141851717534,0.5910480544570071 +/- 0.023531232085162303
414,xg,60,0.2,0.3,0.9719641389009794,0.7881720430107526 +/- 0.0279755222220004,0.7201973951973952 +/- 0.05263401460620763,0.6476186717745955 +/- 0.02464990039730142,0.650306216303163 +/- 0.024383989540867103
415,rf,60,0.2,0.4,0.9463022783744607,0.86415770609319 +/- 0.02501622476903937,0.7941433181016514 +/- 0.04565797603817715,0.7467782805095615 +/- 0.015323021836450306,0.7493677860650652 +/- 0.015106513506661203
416,ada_rf,60,0.2,0.4,0.9463022783744607,0.86415770609319 +/- 0.025332965276192613,0.7920685024851691 +/- 0.0454364303100632,0.7564501528320956 +/- 0.015458553708179699,0.7589384886154485 +/- 0.015193672344326838
417,nn,60,0.2,0.4,0.9463022783744607,0.8473118279569892 +/- 0.028990343134503174,0.7811049290215957 +/- 0.048997839577592545,0.7889613660168499 +/- 0.014828506451762475,0.7918734385146793 +/- 0.014579364228380366
418,knn,60,0.2,0.4,0.9463022783744607,0.7888888888888889 +/- 0.02913894805154515,0.700920954045954 +/- 0.05717322482320643,0.6688003190444535 +/- 0.02846042558703836,0.67225891897063 +/- 0.028006968325105182
419,xg,60,0.2,0.4,0.9463022783744607,0.8508960573476703 +/- 0.023580513761159674,0.7810729779479779 +/- 0.0432448113280623,0.7546876169059396 +/- 0.01986111161179205,0.7568673040592574 +/- 0.019853197022427913
420,rf,60,0.2,0.5,0.9276181961485525,0.9491039426523298 +/- 0.016689874242179836,0.9088348765432098 +/- 0.037080124938903385,0.9252988643005269 +/- 0.0156108259062208,0.926300502998143 +/- 0.015363453942277621
421,ada_rf,60,0.2,0.5,0.9276181961485525,0.9465949820788531 +/- 0.015844312668512214,0.9042378146544813 +/- 0.036195514731555294,0.9149975699107403 +/- 0.018354540314339987,0.9164378097145278 +/- 0.0179140033420276
422,nn,60,0.2,0.5,0.9276181961485525,0.9451612903225807 +/- 0.020817703778745783,0.9052349271099271 +/- 0.042665890721124575,0.9296135271877205 +/- 0.01231355092314275,0.9301193800874572 +/- 0.012231833193820102
423,knn,60,0.2,0.5,0.9276181961485525,0.9419354838709677 +/- 0.025663924796762147,0.8891194453694454 +/- 0.05545672501304121,0.9241028328461008 +/- 0.013085405387279436,0.9243031693243738 +/- 0.0130702189591
424,xg,60,0.2,0.5,0.9276181961485525,0.9279569892473118 +/- 0.025280450780919676,0.8823818927985595 +/- 0.045277242376169084,0.9305140129171664 +/- 0.014943285860133727,0.9313160027085767 +/- 0.014743015854201421
425,rf,60,0.3,0.1,0.9811810530636039,0.6767025089605735 +/- 0.0368105527196116,0.6076344951344952 +/- 0.04545030408123941,0.5426182503407698 +/- 0.025287754483577975,0.5459639152419078 +/- 0.02506806961642572
426,ada_rf,60,0.3,0.1,0.9811810530636039,0.6827956989247311 +/- 0.04417681490598118,0.6061732634649302 +/- 0.05403776931220256,0.5554523500551155 +/- 0.024285708516810004,0.5622119956179372 +/- 0.024447229079011798
427,nn,60,0.3,0.1,0.9811810530636039,0.7182795698924731 +/- 0.04105684204258012,0.6460899825483158 +/- 0.05571622308034896,0.5130141138030245 +/- 0.02825668572418211,0.5193898389170112 +/- 0.0281996444255927
428,knn,60,0.3,0.1,0.9811810530636039,0.6473118279569893 +/- 0.04332477137141704,0.5765583567666901 +/- 0.06828781711882945,0.5036945157402936 +/- 0.024693859690341033,0.511712116581811 +/- 0.024516859731581023
429,xg,60,0.3,0.1,0.9811810530636039,0.6706093189964157 +/- 0.04903031738164286,0.607431573056573 +/- 0.06266995708965052,0.550481159988462 +/- 0.02156720644880438,0.5570216279306154 +/- 0.0216103883641236
430,rf,60,0.3,0.2,0.9773824639278073,0.7623655913978494 +/- 0.03631074419571911,0.6981808315141649 +/- 0.051648175060560596,0.6611386215438488 +/- 0.016897514901080993,0.6636978694095097 +/- 0.01699088438348092
431,ada_rf,60,0.3,0.2,0.9773824639278073,0.7634408602150538 +/- 0.030149872228781772,0.6936073186073186 +/- 0.045375701314972455,0.6822192896464448 +/- 0.01936807791291097,0.6846092645077749 +/- 0.019500688391245902
432,nn,60,0.3,0.2,0.9773824639278073,0.7512544802867384 +/- 0.03785710195818935,0.6797925454175454 +/- 0.060607764668121136,0.4966304167668773 +/- 0.02336614485035011,0.5200519730065212 +/- 0.02238321433937345
433,knn,60,0.3,0.2,0.9773824639278073,0.7057347670250896 +/- 0.03463994961491209,0.6273630690297357 +/- 0.06401134317065679,0.5860519511598862 +/- 0.0267251599867928,0.5890410912272243 +/- 0.02670459216147851
434,xg,60,0.3,0.2,0.9773824639278073,0.742652329749104 +/- 0.03492079543210616,0.6634430384430384 +/- 0.04805806722110879,0.633105817775433 +/- 0.026518843260812518,0.6364699730362732 +/- 0.0263978494298854
435,rf,60,0.3,0.3,0.9731723792681125,0.7634408602150538 +/- 0.029750518540478315,0.711626028292695 +/- 0.044092781684133615,0.5844735717813683 +/- 0.018074858374308576,0.5894235827244604 +/- 0.018011607227047047
436,ada_rf,60,0.3,0.3,0.9731723792681125,0.7612903225806451 +/- 0.028990343134503157,0.7098987432320766 +/- 0.04625526409697919,0.6243101728249275 +/- 0.019427976981575903,0.6287652249651714 +/- 0.019056040307271056
437,nn,60,0.3,0.3,0.9731723792681125,0.7523297491039427 +/- 0.0322560045484066,0.6973397744231078 +/- 0.05515952084200734,0.594054749755689 +/- 0.01906833152647657,0.6080500197663459 +/- 0.01828672019592684
438,knn,60,0.3,0.3,0.9731723792681125,0.714336917562724 +/- 0.03512002460281,0.6389189128772462 +/- 0.05777428871693233,0.5985553084890228 +/- 0.028798289210004605,0.6028771166959069 +/- 0.028923624713071642
439,xg,60,0.3,0.3,0.9731723792681125,0.7437275985663082 +/- 0.03872649629813762,0.6804194262527595 +/- 0.05165477449703951,0.6054406856977166 +/- 0.021902667997516813,0.611616732195018 +/- 0.020950455514905632
440,rf,60,0.3,0.4,0.9595020540792065,0.8078853046594981 +/- 0.029580283788934153,0.7495780839530839 +/- 0.04202343861098477,0.6605763386014268 +/- 0.021977614691769492,0.6621729279898565 +/- 0.02228766756718834
441,ada_rf,60,0.3,0.4,0.9595020540792065,0.8100358422939068 +/- 0.028001637621623023,0.7467247258913926 +/- 0.04533757944499675,0.686992103106265 +/- 0.021739932063467214,0.6886804143270477 +/- 0.021620632712093798
442,nn,60,0.3,0.4,0.9595020540792065,0.7767025089605735 +/- 0.03289245600741911,0.7320065736732403 +/- 0.05051026304252372,0.6909812772991666 +/- 0.020468767539658702,0.6947997873578577 +/- 0.020009771006214143
443,knn,60,0.3,0.4,0.9595020540792065,0.749820788530466 +/- 0.040325258428780035,0.6828191484441485 +/- 0.0639175711698458,0.5628205870732456 +/- 0.020294466496861036,0.5692750860829282 +/- 0.019828524143027482
444,xg,60,0.3,0.4,0.9595020540792065,0.7974910394265233 +/- 0.029895344987501925,0.7236524278190944 +/- 0.047603766749902424,0.6819873960231377 +/- 0.023590448139080605,0.6829720957031961 +/- 0.02353259918837576
445,rf,60,0.3,0.5,0.9288575712065542,0.9577060931899641 +/- 0.010912177707632791,0.9081442477275811 +/- 0.028406284617479842,0.9199607019921701 +/- 0.014938287164984593,0.9209279680923184 +/- 0.014702280767038094
446,ada_rf,60,0.3,0.5,0.9288575712065542,0.9562724014336917 +/- 0.010155195435503748,0.9111025163108497 +/- 0.028004455746123667,0.9199607019921701 +/- 0.014938287164984593,0.9209279680923184 +/- 0.014702280767038094
447,nn,60,0.3,0.5,0.9288575712065542,0.9451612903225807 +/- 0.02119727384852326,0.8947682718516052 +/- 0.04612781388627909,0.9136940191634129 +/- 0.012365052898108091,0.913926788005068 +/- 0.012385553675204952
448,knn,60,0.3,0.5,0.9288575712065542,0.9336917562724014 +/- 0.022955091116331323,0.8573074687658021 +/- 0.05262876292997395,0.909665887703163 +/- 0.015801342708929394,0.9110592591456462 +/- 0.015508030440237236
449,xg,60,0.3,0.5,0.9288575712065542,0.9422939068100359 +/- 0.0198638086943243,0.8877694836028169 +/- 0.03857320839226977,0.8877204360360827 +/- 0.016230792656138034,0.8884313192918548 +/- 0.015971993779846164
450,rf,60,0.4,0.1,0.9818850473751835,0.6971326164874552 +/- 0.03628145247434736,0.6366214803714804 +/- 0.04908461363299583,0.5428109172733699 +/- 0.022077304958553017,0.5470998679044764 +/- 0.02184499615737745
451,ada_rf,60,0.4,0.1,0.9818850473751835,0.6996415770609319 +/- 0.03756106347652035,0.6376772918439585 +/- 0.050181857519312825,0.5560417402801942 +/- 0.02126296284956441,0.5593532581259378 +/- 0.021312123383016815
452,nn,60,0.4,0.1,0.9818850473751835,0.6992831541218638 +/- 0.040379599614719555,0.6161295494628828 +/- 0.05739860495567487,0.3819190182117258 +/- 0.02246619390788753,0.3998083314430511 +/- 0.022513459748622938
453,knn,60,0.4,0.1,0.9818850473751835,0.6584229390681003 +/- 0.040399341923403,0.5822572874656208 +/- 0.06097131669974173,0.47877683139731686 +/- 0.023894695591679418,0.4856272440278974 +/- 0.02346946071310363
454,xg,60,0.4,0.1,0.9818850473751835,0.6853046594982078 +/- 0.0422563929748472,0.6164284403867737 +/- 0.05498643182082926,0.5446180177575098 +/- 0.02337761417970479,0.5524523427236362 +/- 0.023330989106337272
455,rf,60,0.4,0.2,0.9812657781123908,0.7003584229390681 +/- 0.04417531073277704,0.6177342333592334 +/- 0.060001830789534215,0.5659331414650469 +/- 0.025147226053746998,0.5691234906692848 +/- 0.024727824232635334
456,ada_rf,60,0.4,0.2,0.9812657781123908,0.7003584229390681 +/- 0.04426547065526636,0.6127903346653346 +/- 0.058264184816580786,0.5749725790041571 +/- 0.028932911624508072,0.577863554432345 +/- 0.028614787568886427
457,nn,60,0.4,0.2,0.9812657781123908,0.7197132616487455 +/- 0.03648417944176325,0.6349431047347714 +/- 0.05711923082096284,0.4609482185465091 +/- 0.025229250335066136,0.473720579374646 +/- 0.02444482158872427
458,knn,60,0.4,0.2,0.9812657781123908,0.657347670250896 +/- 0.040305479832758825,0.5742437346604014 +/- 0.06453011415802355,0.4954053211966007 +/- 0.02125999350996529,0.5014205231486072 +/- 0.021702611962769708
459,xg,60,0.4,0.2,0.9812657781123908,0.6881720430107527 +/- 0.05003776168435251,0.5957893957893958 +/- 0.06844472152414047,0.6030858333797389 +/- 0.027903544752526814,0.6070979599446997 +/- 0.027812780752073794
460,rf,60,0.4,0.3,0.9750341083021921,0.7258064516129032 +/- 0.03557868704268046,0.6721756638423305 +/- 0.056483021788953994,0.6392640950265083 +/- 0.019024103141762963,0.6429959870869212 +/- 0.01861958711984537
461,ada_rf,60,0.4,0.3,0.9750341083021921,0.7354838709677419 +/- 0.04048970433751397,0.678008488425155 +/- 0.05496247376110792,0.6628177097892436 +/- 0.021896546456296382,0.6651864485268941 +/- 0.021799840708267824
462,nn,60,0.4,0.3,0.9750341083021921,0.7767025089605735 +/- 0.03753451792668291,0.7062221343471343 +/- 0.06028263412661546,0.5858880420997132 +/- 0.022735129103755268,0.5933059623198655 +/- 0.022007822832824202
463,knn,60,0.4,0.3,0.9750341083021921,0.6939068100358423 +/- 0.03373616828959138,0.6175151237651237 +/- 0.05877070062508788,0.49866113848979066 +/- 0.03571104717692371,0.5046798190154342 +/- 0.035135076058684496
464,xg,60,0.4,0.3,0.9750341083021921,0.7211469534050179 +/- 0.039627134256516816,0.6595324814074814 +/- 0.057129106002627744,0.6115065733106386 +/- 0.025001016250654432,0.6149003023090555 +/- 0.0247342737091979
465,rf,60,0.4,0.4,0.9630749624540724,0.7942652329749104 +/- 0.029445192732244756,0.7361291100874434 +/- 0.043990989338386494,0.6217451642797196 +/- 0.0245390964028425,0.6238215797009831 +/- 0.024565411905164775
466,ada_rf,60,0.4,0.4,0.9630749624540724,0.792831541218638 +/- 0.03582251338990239,0.7380538057621391 +/- 0.043902374052671854,0.6558215147805535 +/- 0.024720466507017078,0.6586821210811596 +/- 0.024721499487355098
467,nn,60,0.4,0.4,0.9630749624540724,0.7774193548387097 +/- 0.037584054453798255,0.7144024571107904 +/- 0.05343464876159613,0.5322462555100084 +/- 0.02888316930343757,0.5578938428127328 +/- 0.02762216313215428
468,knn,60,0.4,0.4,0.9630749624540724,0.7548387096774194 +/- 0.034859851589095416,0.6865618178118178 +/- 0.05665487837243107,0.6206737861779884 +/- 0.01923735306473311,0.628999202975401 +/- 0.01904981387886451
469,xg,60,0.4,0.4,0.9630749624540724,0.7774193548387097 +/- 0.0360683760829109,0.7123420560920561 +/- 0.048289157609000724,0.6627443655978077 +/- 0.02354587257410773,0.6658702791610234 +/- 0.023685903605997295
470,rf,60,0.4,0.5,0.9107208687389143,0.9634408602150538 +/- 0.01661005611734942,0.9147121011704344 +/- 0.0456583300861511,0.9411798335089856 +/- 0.012223511378867714,0.9419279357170725 +/- 0.011980846531349336
471,ada_rf,60,0.4,0.5,0.9107208687389143,0.9645161290322581 +/- 0.01766846959694085,0.9153073392656726 +/- 0.04759717905116139,0.9516727024211891 +/- 0.01028136404389453,0.9521456622131226 +/- 0.010116582578621578
472,nn,60,0.4,0.5,0.9107208687389143,0.9602150537634409 +/- 0.018762832618563444,0.9211625565792233 +/- 0.04283203983355987,0.9568009704943709 +/- 0.009353924600214863,0.9570529309478875 +/- 0.009307379655089184
473,knn,60,0.4,0.5,0.9107208687389143,0.9448028673835126 +/- 0.02145588174142819,0.881843002676336 +/- 0.05096861789722639,0.8822010241246849 +/- 0.01394789389790014,0.8829711516049534 +/- 0.013844386166688321
474,xg,60,0.4,0.5,0.9107208687389143,0.9598566308243728 +/- 0.01955022977237633,0.9127835898669232 +/- 0.04645942130074594,0.9196709636367892 +/- 0.01550721450932012,0.9204072364722802 +/- 0.015381091196858999
475,rf,60,0.5,0.1,0.9832619535907501,0.6648745519713262 +/- 0.04227054316357836,0.6174573112073112 +/- 0.05122637826555145,0.529428990928402 +/- 0.021343565400234438,0.5352492213453516 +/- 0.0205586014593771
476,ada_rf,60,0.5,0.1,0.9832619535907501,0.6663082437275986 +/- 0.04397177500225588,0.6182012817429484 +/- 0.05299747874702349,0.5114501883297367 +/- 0.017335687800847054,0.5160805919583822 +/- 0.01668587301409441
477,nn,60,0.5,0.1,0.9832619535907501,0.6487455197132617 +/- 0.045121840683672476,0.5851379715963049 +/- 0.059864897462900434,0.4353389973644546 +/- 0.020279209414373854,0.4394205750132745 +/- 0.019964270540834984
478,knn,60,0.5,0.1,0.9832619535907501,0.6243727598566309 +/- 0.04833007255207404,0.581774398441065 +/- 0.06951760351572618,0.44791261695697726 +/- 0.017990973905840882,0.4529991995663474 +/- 0.017853327029582977
479,xg,60,0.5,0.1,0.9832619535907501,0.660573476702509 +/- 0.040300533667051934,0.6028543601460268 +/- 0.05963739940067795,0.4882800001486934 +/- 0.024741881439437927,0.4957545849236012 +/- 0.024185365620519914
480,rf,60,0.5,0.2,0.9820800901363679,0.7275985663082437 +/- 0.03586700421233522,0.656613294113294 +/- 0.05525082899371097,0.6074641167889915 +/- 0.02861371988049731,0.612509897331408 +/- 0.02864144933250288
481,ada_rf,60,0.5,0.2,0.9820800901363679,0.7265232974910394 +/- 0.04127797419687156,0.6439535772869106 +/- 0.04858906392348173,0.6050925904121145 +/- 0.02422074412067839,0.6080549175278688 +/- 0.02425080664045817
482,nn,60,0.5,0.2,0.9820800901363679,0.6878136200716846 +/- 0.038561423899253544,0.6108772785856119 +/- 0.043220476469215195,0.42773482067824087 +/- 0.030420589719751766,0.4360446103945306 +/- 0.030334593304880544
483,knn,60,0.5,0.2,0.9820800901363679,0.657347670250896 +/- 0.04069922555194746,0.5893896612646613 +/- 0.061892525659524966,0.5159063038309571 +/- 0.02265362448118825,0.5232393649899778 +/- 0.022590360204714596
484,xg,60,0.5,0.2,0.9820800901363679,0.7107526881720431 +/- 0.03058965629579032,0.6400767057017057 +/- 0.049652145044792324,0.5842472723322683 +/- 0.026555474801410985,0.593371077837999 +/- 0.025917633078768074
485,rf,60,0.5,0.3,0.9766524325447709,0.7154121863799283 +/- 0.031789118058640375,0.6577293077293077 +/- 0.04280851081579671,0.555952910500091 +/- 0.022908832772572284,0.5599650960057534 +/- 0.02265920119739674
486,ada_rf,60,0.5,0.3,0.9766524325447709,0.7125448028673835 +/- 0.03255742117727061,0.6602925623758957 +/- 0.04551819502396177,0.5452185157350872 +/- 0.026220311182608015,0.5492615798548584 +/- 0.026166516412586743
487,nn,60,0.5,0.3,0.9766524325447709,0.7232974910394265 +/- 0.02850960259060304,0.6529132904132904 +/- 0.044496182496487506,0.55879091151586 +/- 0.025506481142876913,0.568002865455862 +/- 0.025331258901966185
488,knn,60,0.5,0.3,0.9766524325447709,0.6849462365591398 +/- 0.0366168925938904,0.621712970671304 +/- 0.05790022011449306,0.5281267146138685 +/- 0.018842926074991696,0.5332500472519149 +/- 0.019024945623589636
489,xg,60,0.5,0.3,0.9766524325447709,0.6849462365591398 +/- 0.030952443384652854,0.5994865859449192 +/- 0.04875688346357199,0.5583889092793246 +/- 0.02119997850531954,0.563347413743992 +/- 0.021490139072806395
490,rf,60,0.5,0.4,0.9582707829289876,0.7939068100358423 +/- 0.030554880492254605,0.7306299410466077 +/- 0.04693982320737853,0.7078984024917657 +/- 0.022038381381703453,0.712200480867486 +/- 0.02172872448142971
491,ada_rf,60,0.5,0.4,0.9582707829289876,0.792831541218638 +/- 0.03375979581784522,0.7301080092746759 +/- 0.052615945389734534,0.7005522837507662 +/- 0.02483851983832363,0.703438164345657 +/- 0.024739881222107178
492,nn,60,0.5,0.4,0.9582707829289876,0.7899641577060932 +/- 0.03216316944784359,0.732146364438031 +/- 0.056811251879398145,0.637596609439878 +/- 0.016571707238945035,0.6486526210605899 +/- 0.016010068661116653
493,knn,60,0.5,0.4,0.9582707829289876,0.7383512544802867 +/- 0.032360895712610346,0.6492149825483159 +/- 0.06429356533701389,0.6335290154463122 +/- 0.024114915553214572,0.6368641012743561 +/- 0.02392261185499202
494,xg,60,0.5,0.4,0.9582707829289876,0.7874551971326165 +/- 0.03534634006642926,0.7184238600905267 +/- 0.050994800269973495,0.7012634306962428 +/- 0.019370212880098568,0.7045876778065553 +/- 0.019032887509745057
495,rf,60,0.5,0.5,0.9314445999871905,0.928673835125448 +/- 0.01904404473491252,0.8772361897361898 +/- 0.04205566257420713,0.8879214935642336 +/- 0.016893082302295637,0.8887659456425453 +/- 0.016664306057874032
496,ada_rf,60,0.5,0.5,0.9314445999871905,0.9279569892473118 +/- 0.015505176295174944,0.8753422503422503 +/- 0.039733351691341415,0.8935281560361227 +/- 0.01541698569730448,0.8946931238535174 +/- 0.015077649409070517
497,nn,60,0.5,0.5,0.9314445999871905,0.9250896057347671 +/- 0.019863808694324293,0.8908657700324367 +/- 0.04476113175013457,0.8984292677700016 +/- 0.016752979602409783,0.899217789766735 +/- 0.016507997035612773
498,knn,60,0.5,0.5,0.9314445999871905,0.8953405017921147 +/- 0.030141055187438454,0.8296251202501203 +/- 0.0631621610618012,0.840453653044433 +/- 0.018485112333721878,0.8421959668489478 +/- 0.018208208087687573
499,xg,60,0.5,0.5,0.9314445999871905,0.9232974910394265 +/- 0.01824208972088164,0.8699116855366855 +/- 0.04112839266285329,0.877025240321365 +/- 0.016596015345478554,0.8777909669150081 +/- 0.01643153300742869
500,rf,75,0.1,0.1,0.9735697826063526,0.6956989247311828 +/- 0.03402056879817214,0.614945432653766 +/- 0.045533484228149,0.5903439904303215 +/- 0.01979186979425519,0.5915613188797106 +/- 0.02013279312428034
501,ada_rf,75,0.1,0.1,0.9735697826063526,0.6931899641577061 +/- 0.03910045954475264,0.6288508944758945 +/- 0.04763885757114633,0.5761060232084648 +/- 0.020972140809278082,0.5778892126907899 +/- 0.021165240893236507
502,nn,75,0.1,0.1,0.9735697826063526,0.7189964157706094 +/- 0.0361327987395841,0.6574139209555876 +/- 0.04840784343597676,0.34899331074408274 +/- 0.026509702951385557,0.37058957093358563 +/- 0.026316975081217792
503,knn,75,0.1,0.1,0.9735697826063526,0.6939068100358423 +/- 0.037326814740860775,0.6131409870993204 +/- 0.04976697056955957,0.5349497212912755 +/- 0.026877779584782515,0.5387086695777108 +/- 0.026558571514569963
504,xg,75,0.1,0.1,0.9735697826063526,0.678494623655914 +/- 0.03542145722705693,0.5925241039824373 +/- 0.04989569788771017,0.5793141325817396 +/- 0.028191017098001578,0.5817627405053769 +/- 0.028350694286212716
505,rf,75,0.1,0.2,0.970349791444369,0.7580645161290323 +/- 0.033021493966725636,0.6827271879355212 +/- 0.06214921128100476,0.6313992898431329 +/- 0.02132615476667722,0.6338472980187337 +/- 0.02129792404438587
506,ada_rf,75,0.1,0.2,0.970349791444369,0.7577060931899642 +/- 0.035012012293024225,0.6873700373700373 +/- 0.05689297352258584,0.651977871575058 +/- 0.021678778351765033,0.6544399214098536 +/- 0.021876137572624885
507,nn,75,0.1,0.2,0.970349791444369,0.7681003584229391 +/- 0.03127705357393929,0.6925000539583873 +/- 0.04560573074557858,0.5516074477072425 +/- 0.01812142305249805,0.5620545954288455 +/- 0.017913813702412223
508,knn,75,0.1,0.2,0.970349791444369,0.7340501792114695 +/- 0.0336414922330707,0.6451074773991441 +/- 0.05846238928726144,0.5880580501771856 +/- 0.02128598547179887,0.5918339089820587 +/- 0.020900892764363372
509,xg,75,0.1,0.2,0.970349791444369,0.7444444444444445 +/- 0.03623747049740625,0.6490363417446751 +/- 0.05741995282409765,0.621638853695002 +/- 0.02218468770134446,0.62437167722785 +/- 0.022175908475057075
510,rf,75,0.1,0.3,0.9387745335790733,0.7831541218637993 +/- 0.03482361571858088,0.71683096995597 +/- 0.05187033110422721,0.6691952358152006 +/- 0.018081254699796843,0.6706564824194926 +/- 0.01804594982923151
511,ada_rf,75,0.1,0.3,0.9387745335790733,0.7888888888888889 +/- 0.03150566529146438,0.7209743188909855 +/- 0.050454853768203994,0.6758663762174574 +/- 0.021358636264942443,0.6777126501623506 +/- 0.021114453575232412
512,nn,75,0.1,0.3,0.9387745335790733,0.7849462365591398 +/- 0.03305166436494853,0.7216726945893612 +/- 0.05081662710202233,0.7062712968962388 +/- 0.02057905476474064,0.7103089070648654 +/- 0.019894525741112955
513,knn,75,0.1,0.3,0.9387745335790733,0.7448028673835125 +/- 0.03364149223307071,0.663196756946757 +/- 0.06099455621101047,0.629537654237025 +/- 0.022381707311305097,0.6317427389605252 +/- 0.022395712618806077
514,xg,75,0.1,0.3,0.9387745335790733,0.7810035842293906 +/- 0.03676178144793348,0.7092624196790863 +/- 0.0670670970897277,0.642352018274464 +/- 0.028101308429198724,0.6433666546997704 +/- 0.027825437950055838
515,rf,75,0.1,0.4,0.9303422252400815,0.8792114695340502 +/- 0.03264913527507765,0.8094357031857031 +/- 0.06311063700109033,0.8408524254346865 +/- 0.018060998068005634,0.8426231495128408 +/- 0.017670204708270913
516,ada_rf,75,0.1,0.4,0.9303422252400815,0.8738351254480287 +/- 0.032311577580249884,0.8051953833203833 +/- 0.06495878544286773,0.8357182678382102 +/- 0.017475287775637453,0.8376851411038271 +/- 0.017054249184358956
517,nn,75,0.1,0.4,0.9303422252400815,0.8763440860215054 +/- 0.03754159857528893,0.824898828023828 +/- 0.06236813485924974,0.8290755358421793 +/- 0.021310470621409103,0.829942909690941 +/- 0.02118448780173037
518,knn,75,0.1,0.4,0.9303422252400815,0.8354838709677419 +/- 0.03650784859776955,0.7603977426894093 +/- 0.06717639007423716,0.6773314645081834 +/- 0.021864647374893277,0.68155528450681 +/- 0.021848452247607484
519,xg,75,0.1,0.4,0.9303422252400815,0.8695340501792115 +/- 0.030769425002548336,0.7955362924112924 +/- 0.0636390131094937,0.8214157608644113 +/- 0.014597902924528899,0.8247391458449533 +/- 0.014223435639704414
520,rf,75,0.1,0.5,0.918209611881743,0.9756272401433692 +/- 0.01692707051484744,0.9593083613916947 +/- 0.03395458812148001,0.9626097457433043 +/- 0.00938997756334565,0.963447323427843 +/- 0.009027820665294489
521,ada_rf,75,0.1,0.5,0.918209611881743,0.9770609318996416 +/- 0.017345851994218436,0.9633592873176207 +/- 0.03458340860175192,0.9678846380942483 +/- 0.008622809882684233,0.9684983068229656 +/- 0.008349740783606707
522,nn,75,0.1,0.5,0.918209611881743,0.9752688172043011 +/- 0.01625828816108809,0.9621808361391695 +/- 0.03382990519576802,0.9519810289921743 +/- 0.012634929293253827,0.9529225916618136 +/- 0.012227949458613064
523,knn,75,0.1,0.5,0.918209611881743,0.9695340501792115 +/- 0.016962363877533217,0.9338874859708193 +/- 0.045933039808307596,0.9183003866776406 +/- 0.015487411825524829,0.918954795436606 +/- 0.015320424874885157
524,xg,75,0.1,0.5,0.918209611881743,0.9770609318996416 +/- 0.015136520586044954,0.9643273007856341 +/- 0.024644652446355778,0.9521258200647066 +/- 0.010525970645729658,0.9535217692723633 +/- 0.009984058502688214
525,rf,75,0.2,0.1,0.9747169571356205,0.7362007168458782 +/- 0.036132798739584096,0.6656914073580741 +/- 0.046532156571960206,0.5730965437209683 +/- 0.02770214410957226,0.5771561004819288 +/- 0.02736420447923823
526,ada_rf,75,0.2,0.1,0.9747169571356205,0.7387096774193549 +/- 0.027689026989115295,0.6659588482505149 +/- 0.050984526789515205,0.5783184482489448 +/- 0.029465873632455522,0.5824230724267385 +/- 0.029109672452700373
527,nn,75,0.2,0.1,0.9747169571356205,0.7247311827956989 +/- 0.04968594180251346,0.6828583068166402 +/- 0.07064470764114017,0.38438874394649686 +/- 0.02452613780771456,0.4067398365066134 +/- 0.024552821667006845
528,knn,75,0.2,0.1,0.9747169571356205,0.6724014336917563 +/- 0.030378217080713053,0.6052858407025073 +/- 0.05049860190555364,0.4779585241272652 +/- 0.022617894615944364,0.4842410754757052 +/- 0.02256975736193631
529,xg,75,0.2,0.1,0.9747169571356205,0.7129032258064516 +/- 0.03282774682189982,0.6438360636277303 +/- 0.05387146217756266,0.5540848352959721 +/- 0.021626879732554522,0.5582992130260178 +/- 0.021427621632343106
530,rf,75,0.2,0.2,0.9731142367510589,0.7240143369175628 +/- 0.03936467773267582,0.6526170203253536 +/- 0.04660851918549774,0.6432053429835636 +/- 0.01784389050147402,0.6462743403525452 +/- 0.017808009245375768
